"Jornada","Curso_ID","Grado","Sección","Día","Hora","Materia","Área","Docente_ID","Docente_Nombre"
"Mañana","61","2","B","Jueves","11:15–12:00","Ingles","ESP-ING","ESP-ING-07","Lorena Bautista"
"Mañana","61","2","B","Lunes","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-07","Paola Cárdenas"
"Mañana","61","2","B","Lunes","8:30–9:15","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","61","2","B","Lunes","10:30–11:15","Matematicas","MAT-FIS","MAT-FIS-05","Sandra Ochoa"
"Mañana","61","2","B","Lunes","11:15–12:00","Ciencias Naturales","CIENCIAS","CIENCIAS-05","Viviana Cortés"
"Mañana","61","2","B","Martes","7:45–8:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","61","2","B","Martes","8:30–9:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
"Mañana","61","2","B","Martes","10:30–11:15","Etica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","61","2","B","Martes","11:15–12:00","Espanol","ESP-ING","ESP-ING-07","Lorena Bautista"
"Mañana","61","2","B","Miércoles","7:45–8:30","Informatica","FLEX","MAT-FIS-04","Andrés Pardo"
"Mañana","61","2","B","Miércoles","8:30–9:15","Espanol","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","61","2","B","Miércoles","10:30–11:15","Matematicas","MAT-FIS","MAT-FIS-06","Julián Vargas"
"Mañana","61","2","B","Miércoles","11:15–12:00","Ciencias Sociales","FLEX","FLEX-02","Liliana Vega"
"Mañana","61","2","B","Viernes","7:45–8:30","Ciencias Naturales","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","62","2","C","Jueves","7:00–7:45","Espanol","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","62","2","C","Jueves","8:30–9:15","Ciencias Naturales","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","62","2","C","Jueves","9:45–10:30","Etica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","62","2","C","Jueves","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","62","2","C","Lunes","7:00–7:45","Espanol","ESP-ING","ESP-ING-06","Mauricio Cely"
"Mañana","62","2","C","Lunes","8:30–9:15","Espanol","ESP-ING","ESP-ING-06","Mauricio Cely"
"Mañana","62","2","C","Lunes","9:45–10:30","Ciencias Naturales","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","62","2","C","Lunes","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","62","2","C","Martes","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","62","2","C","Martes","8:30–9:15","Espanol","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","62","2","C","Martes","9:45–10:30","Ciencias Naturales","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","62","2","C","Martes","11:15–12:00","Educacion Fisica","EDF-ETICA","EDF-ETICA-03","Angélica Prieto"
"Mañana","62","2","C","Miércoles","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","62","2","C","Miércoles","8:30–9:15","Ciencias Sociales","FLEX","ESP-ING-04","Jorge Peña"
"Mañana","62","2","C","Miércoles","9:45–10:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","62","2","C","Miércoles","11:15–12:00","Informatica","FLEX","FLEX-01","Nelson Cifuentes"
"Mañana","62","2","C","Viernes","7:00–7:45","Ingles","ESP-ING","ESP-ING-05","Adriana Suárez"
"Mañana","63","2","D","Jueves","7:00–7:45","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","63","2","D","Jueves","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-07","Paola Cárdenas"
"Mañana","63","2","D","Jueves","9:45–10:30","Matematicas","MAT-FIS","MAT-FIS-03","María Fernanda Ríos"
"Mañana","63","2","D","Jueves","10:30–11:15","Ingles","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","63","2","D","Lunes","7:00–7:45","Educacion Fisica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
"Mañana","63","2","D","Lunes","7:45–8:30","Ciencias Sociales","FLEX","MAT-FIS-08","Diego Salazar"
"Mañana","63","2","D","Lunes","9:45–10:30","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","63","2","D","Lunes","10:30–11:15","Ciencias Naturales","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","63","2","D","Martes","7:00–7:45","Ciencias Naturales","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","63","2","D","Martes","7:45–8:30","Etica","EDF-ETICA","EDF-ETICA-03","Angélica Prieto"
"Mañana","63","2","D","Martes","9:45–10:30","Ciencias Naturales","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","63","2","D","Miércoles","7:00–7:45","Educacion Fisica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","63","2","D","Miércoles","7:45–8:30","Informatica","FLEX","ESP-ING-05","Adriana Suárez"
"Mañana","63","2","D","Miércoles","9:45–10:30","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","63","2","D","Miércoles","10:30–11:15","Espanol","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","63","2","D","Viernes","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-08","Diego Salazar"
"Mañana","63","2","D","Viernes","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","64","2","E","Jueves","7:45–8:30","Espanol","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","64","2","E","Jueves","8:30–9:15","Ciencias Naturales","CIENCIAS","CIENCIAS-06","Esteban Rojas"
"Mañana","64","2","E","Jueves","10:30–11:15","Etica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","64","2","E","Jueves","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-08","Diego Salazar"
"Mañana","64","2","E","Lunes","7:45–8:30","Informatica","FLEX","FLEX-02","Liliana Vega"
"Mañana","64","2","E","Lunes","8:30–9:15","Ciencias Sociales","FLEX","ESP-ING-05","Adriana Suárez"
"Mañana","64","2","E","Lunes","10:30–11:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","64","2","E","Martes","7:45–8:30","Espanol","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","64","2","E","Martes","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-03","María Fernanda Ríos"
"Mañana","64","2","E","Martes","10:30–11:15","Ciencias Naturales","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","64","2","E","Martes","11:15–12:00","Espanol","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","64","2","E","Miércoles","7:45–8:30","Espanol","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","64","2","E","Miércoles","8:30–9:15","Ciencias Naturales","CIENCIAS","CIENCIAS-04","Ricardo Beltrán"
"Mañana","64","2","E","Miércoles","10:30–11:15","Matematicas","MAT-FIS","MAT-FIS-05","Sandra Ochoa"
"Mañana","64","2","E","Miércoles","11:15–12:00","Educacion Fisica","EDF-ETICA","EDF-ETICA-03","Angélica Prieto"
"Mañana","64","2","E","Viernes","7:45–8:30","Ingles","ESP-ING","ESP-ING-07","Lorena Bautista"
"Mañana","64","2","E","Viernes","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-06","Julián Vargas"
"Mañana","65","2","F","Jueves","7:00–7:45","Informatica","FLEX","FLEX-01","Nelson Cifuentes"
"Mañana","65","2","F","Jueves","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-03","María Fernanda Ríos"
"Mañana","65","2","F","Jueves","9:45–10:30","Matematicas","MAT-FIS","MAT-FIS-06","Julián Vargas"
"Mañana","65","2","F","Jueves","11:15–12:00","Etica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
"Mañana","65","2","F","Lunes","7:00–7:45","Espanol","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","65","2","F","Lunes","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-05","Sandra Ochoa"
"Mañana","65","2","F","Lunes","9:45–10:30","Espanol","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","65","2","F","Lunes","11:15–12:00","Educacion Fisica","EDF-ETICA","ESP-ING-07","Lorena Bautista"
"Mañana","65","2","F","Martes","7:00–7:45","Espanol","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","65","2","F","Martes","8:30–9:15","Espanol","ESP-ING","ESP-ING-07","Lorena Bautista"
"Mañana","65","2","F","Martes","9:45–10:30","Ingles","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","65","2","F","Martes","11:15–12:00","Ciencias Naturales","CIENCIAS","CIENCIAS-06","Esteban Rojas"
"Mañana","65","2","F","Miércoles","7:00–7:45","Ciencias Naturales","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","65","2","F","Miércoles","8:30–9:15","Ciencias Sociales","FLEX","FLEX-02","Liliana Vega"
"Mañana","65","2","F","Miércoles","9:45–10:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-03","Angélica Prieto"
"Mañana","65","2","F","Miércoles","11:15–12:00","Ciencias Naturales","CIENCIAS","CIENCIAS-04","Ricardo Beltrán"
"Mañana","65","2","F","Viernes","7:00–7:45","Matematicas","MAT-FIS","EDF-ETICA-04","Fabián Castro"
"Mañana","51","3","A","Jueves","7:00–7:45","Espanol","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","51","3","A","Jueves","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","51","3","A","Jueves","9:45–10:30","Etica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
"Mañana","51","3","A","Jueves","10:30–11:15","Ingles","ESP-ING","ESP-ING-05","Adriana Suárez"
"Mañana","51","3","A","Lunes","7:00–7:45","Informatica","FLEX","ESP-ING-08","Iván Torres"
"Mañana","51","3","A","Lunes","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-05","Sandra Ochoa"
"Mañana","51","3","A","Lunes","9:45–10:30","Matematicas","MAT-FIS","MAT-FIS-05","Sandra Ochoa"
"Mañana","51","3","A","Lunes","10:30–11:15","Ciencias Naturales","CIENCIAS","CIENCIAS-04","Ricardo Beltrán"
"Mañana","51","3","A","Martes","7:00–7:45","Ciencias Naturales","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","51","3","A","Martes","7:45–8:30","Ciencias Naturales","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","51","3","A","Martes","9:45–10:30","Ciencias Sociales","FLEX","FLEX-02","Liliana Vega"
"Mañana","51","3","A","Martes","10:30–11:15","Espanol","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","51","3","A","Miércoles","7:00–7:45","Espanol","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","51","3","A","Miércoles","7:45–8:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","51","3","A","Miércoles","9:45–10:30","Espanol","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","51","3","A","Miércoles","10:30–11:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-05","Tatiana Herrera"
"Mañana","51","3","A","Viernes","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","52","3","B","Jueves","7:45–8:30","Educacion Fisica","EDF-ETICA","FLEX-01","Nelson Cifuentes"
"Mañana","52","3","B","Jueves","8:30–9:15","Ciencias Naturales","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","52","3","B","Jueves","11:15–12:00","Ciencias Naturales","CIENCIAS","CIENCIAS-06","Esteban Rojas"
"Mañana","52","3","B","Lunes","7:45–8:30","Espanol","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","52","3","B","Lunes","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","52","3","B","Lunes","10:30–11:15","Ciencias Sociales","FLEX","CIENCIAS-05","Viviana Cortés"
"Mañana","52","3","B","Lunes","11:15–12:00","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","52","3","B","Martes","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-05","Sandra Ochoa"
"Mañana","52","3","B","Martes","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-08","Diego Salazar"
"Mañana","52","3","B","Martes","10:30–11:15","Matematicas","MAT-FIS","MAT-FIS-06","Julián Vargas"
"Mañana","52","3","B","Martes","11:15–12:00","Educacion Fisica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","52","3","B","Miércoles","7:45–8:30","Ciencias Naturales","CIENCIAS","CIENCIAS-06","Esteban Rojas"
"Mañana","52","3","B","Miércoles","8:30–9:15","Espanol","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","52","3","B","Miércoles","11:15–12:00","Informatica","FLEX","MAT-FIS-04","Andrés Pardo"
"Mañana","52","3","B","Viernes","7:45–8:30","Etica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","52","3","B","Viernes","8:30–9:15","Espanol","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","52","3","B","Viernes","10:30–11:15","Ingles","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","53","3","C","Jueves","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","53","3","C","Jueves","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","53","3","C","Jueves","9:45–10:30","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","53","3","C","Jueves","11:15–12:00","Espanol","ESP-ING","ESP-ING-06","Mauricio Cely"
"Mañana","53","3","C","Lunes","7:00–7:45","Educacion Fisica","EDF-ETICA","EDF-ETICA-05","Tatiana Herrera"
"Mañana","53","3","C","Lunes","8:30–9:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-03","Angélica Prieto"
"Mañana","53","3","C","Lunes","9:45–10:30","Ciencias Naturales","CIENCIAS","CIENCIAS-06","Esteban Rojas"
"Mañana","53","3","C","Lunes","11:15–12:00","Etica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","53","3","C","Martes","7:00–7:45","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","53","3","C","Martes","8:30–9:15","Ciencias Naturales","CIENCIAS","CIENCIAS-04","Ricardo Beltrán"
"Mañana","53","3","C","Martes","9:45–10:30","Ciencias Naturales","CIENCIAS","CIENCIAS-05","Viviana Cortés"
"Mañana","53","3","C","Martes","11:15–12:00","Informatica","FLEX","MAT-FIS-05","Sandra Ochoa"
"Mañana","53","3","C","Miércoles","7:00–7:45","Ciencias Sociales","FLEX","FLEX-02","Liliana Vega"
"Mañana","53","3","C","Miércoles","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-06","Julián Vargas"
